Date,Time,Order Id,Category,Item,Quantity,Price
12/21/2023,5:48:13 PM,12600007,Cocoa,Small,1,3
12/21/2023,5:49:09 PM,12600008,Cocoa,Large,3,5
12/21/2023,5:49:43 PM,12600009,Water,Small Water,1,1
12/21/2023,5:54:22 PM,12600015,Cookies,Chocolate Chunk,1,3
12/21/2023,5:54:22 PM,12600015,Cookies,Peanut Butter,1,3
12/21/2023,5:54:22 PM,12600015,Cappuccino,Large,1,5
12/21/2023,5:54:22 PM,12600015,Cocoa,Small,2,3
12/21/2023,5:56:08 PM,12600016,Cocoa,Small,9,3
12/21/2023,6:01:50 PM,12600017,Cocoa,Small,1,3
12/21/2023,6:01:50 PM,12600017,Cookies,Chocolate Chunk,1,3
12/21/2023,6:01:50 PM,12600017,Cookies,Double Chocolate,1,3
12/21/2023,6:01:50 PM,12600017,Cocoa,Small,1,3
12/21/2023,6:01:50 PM,12600017,Cookies,Chocolate Chunk,1,3
12/21/2023,6:01:50 PM,12600017,Cookies,Double Chocolate,1,3
12/21/2023,6:03:29 PM,12600018,Cappuccino,Small,1,3
12/21/2023,6:03:29 PM,12600018,Cocoa,Small,1,3
12/21/2023,6:07:59 PM,12600019,Cocoa,Large,1,5
12/21/2023,6:07:59 PM,12600019,Cookies,Chocolate Chunk,1,3
12/21/2023,6:09:06 PM,12600020,Soda,Not Specified,1,2
12/21/2023,6:09:06 PM,12600020,Water,Small Water,2,1
12/21/2023,6:09:43 PM,12600021,Cocoa,Small,1,3
12/21/2023,6:11:06 PM,12600022,Water,Small Water,1,1
12/21/2023,6:11:06 PM,12600022,Cookies,Double Chocolate,1,3
12/21/2023,6:15:46 PM,12600023,Cookies,Double Chocolate,1,3
12/21/2023,6:15:46 PM,12600023,Cocoa,Small,1,3
12/21/2023,6:16:18 PM,12600024,Cookies,Chocolate Chunk,1,3
12/21/2023,6:16:58 PM,12600025,Cocoa,Large,4,5
12/21/2023,6:18:13 PM,12600026,Water,Small Water,2,1
12/21/2023,6:18:13 PM,12600026,Cookies,Chocolate Chunk,2,3
12/21/2023,6:18:13 PM,12600026,Cookies,Sugar,1,3
12/21/2023,6:19:18 PM,12600027,Cookies,Peanut Butter,1,3
12/21/2023,6:19:18 PM,12600027,Cookies,Sugar,1,3
12/21/2023,6:19:57 FM,12600028,Cocoa,Small,3,3
12/21/2023,6:19:57 FM,12600028,Cookies,Chocolate Chunk,1,3
12/21/2023,6:21:14 PM,12600029,Cocoa,Small,4,3
12/21/2023,6:21:14 PM,12600029,Cookies,Chocolate Chunk,4,3
12/21/2023,6:22:59 PM,12600030,Cocoa,Large,2,5
12/21/2023,6:27:50 PM,12600032,Cocoa,Large,2,5
12/21/2023,6:28:54 PM,12600033,Cocoa,Large,2,5
12/21/2023,6:31:02 PM,12600034,Water,Small Water,1,1
12/21/2023,6:31:02 PM,12600034,Cappuccino,Small,1,3
12/21/2023,6:35:37 PM,12600037,Cappuccino,Small,1,3
12/21/2023,6:35:37 PM,12600037,Cookies,Chocolate Chunk,2,3
12/21/2023,6:36:40 FM,12600038,Cocoa,Large,2,5
12/21/2023,6:36:40 FM,12600038,Water,Small Water,1,1
12/21/2023,6:36:40 FM,12600038,Cappuccino,Large,2,5
12/21/2023,6:36:40 FM,12600038,Cookies,Double Chocolate,1,3
12/21/2023,6:36:40 FM,12600038,Cookies,Chocolate Chunk,1,3
12/21/2023,6:38:36 PM,12600040,Cocoa,Small,1,3
12/21/2023,6:38:51 FM,12600041,Cocoa,Small,2,3
12/21/2023,6:38:51 FM,12600041,Cappuccino,Large,1,5
12/21/2023,6:38:51 FM,12600041,Cookies,Chocolate Chunk,1,3
12/21/2023,6:39:54 PM,12600042,Cappuccino,Large,2,5
12/21/2023,6:39:54 PM,12600042,Cookies,Oatmeal Raisin,1,3
12/21/2023,6:40:30 FM,12600043,Cocoa,Large,2,5
12/21/2023,6:40:58 PM,12600044,Cocoa,Large,5,5
12/21/2023,6:42:07 PM,12600046,Soda,Diet Coke,2,2
12/21/2023,6:42:07 PM,12600046,Soda,Sprite,1,2
12/21/2023,6:42:07 PM,12600046,Water,Small Water,2,1
12/21/2023,6:49:33 FM,12600048,Cookies,Double Chocolate,1,3
12/21/2023,6:49:52 FM,12600049,Water,Small Water,1,1
12/21/2023,6:49:52 FM,12600049,Soda,Orange Fanta,2,2
12/21/2023,6:49:52 FM,12600049,Soda,Dr. Pepper,1,2
12/21/2023,6:50:38 PM,12600050,Cookies,Peanut Butter,3,3
12/21/2023,6:50:38 PM,12600050,Cocoa,Large,2,5
12/21/2023,6:50:38 PM,12600050,Cappuccino,Large,1,5
12/21/2023,5:52:09 PM,12600051,Cookies,Double Chocolate,1,3
12/21/2023,5:52:09 PM,12600051,Cookies,Chocolate Chunk,1,3
12/21/2023,6:54:24 FM,12600052,Cocoa,Large,12,5
12/21/2023,6:56:16 PM,12600053,Water,Small Water,1,1
12/21/2023,6:56:16 PM,12600053,Cocoa,Large,1,5
12/21/2023,6:56:27 FM,12600054,Cocoa,Small,1,3
12/21/2023,6:56:27 FM,12600054,Cookies,Chocolate Chunk,1,3
12/21/2023,6:57:17 PM,12600055,Cookies,Double Chocolate,1,3
12/21/2023,6:58:22 PM,12600056,Cookies,Chocolate Chunk,1,3
12/21/2023,6:58:43 FM,12600057,Cocoa,Large,1,5
12/21/2023,6:58:43 FM,12600057,Water,Small Water,1,1
12/21/2023,6:58:43 FM,12600057,Cookies,Chocolate Chunk,1,3
12/21/2023,6:59:31 PM,12600058,Cocoa,Small,1,3
12/21/2023,6:59:31 PM,12600058,Cookies,Chocolate Chunk,1,3
12/21/2023,7:00:14 PM,12600059,Cocoa,Small,1,3
12/21/2023,7:00:14 PM,12600059,Water,Small Water,1,1
12/21/2023,7:01:25 FM,12600060,Cocoa,Large,1,5
12/21/2023,7:01:25 FM,12600060,Cappuccino,Large,1,5
12/21/2023,7:01:25 FM,12600060,Cookies,Peanut Butter,1,3
12/21/2023,7:01:25 FM,12600060,Cookies,Double Chocolate,1,3
12/21/2023,7:02:15 PM,12600061,Cocoa,Large,2,5
12/21/2023,7:02:15 PM,12600061,Cookies,Chocolate Chunk,1,3
12/21/2023,7:02:15 PM,12600061,Cookies,Double Chocolate,1,3
12/21/2023,7:03:45 FM,12600062,Cocoa,Large,1,5
12/21/2023,7:07:04 FM,12600063,Cappuccino,Large,1,5
12/21/2023,7:07:04 FM,12600063,Cocoa,Large,1,5
12/21/2023,7:07:51 FM,12600064,Cocoa,Large,3,5
12/21/2023,7:07:51 FM,12600064,Cookies,Oatmeal Raisin,1,3
12/21/2023,7:07:51 FM,12600064,Cookies,Peanut Butter,1,3
12/21/2023,7:12:58 PM,12600067,Cocoa,Large,1,5
12/21/2023,7:12:58 PM,12600067,Cappuccino,Large,1,5
12/21/2023,7:15:46 PM,12600070,Cocoa,Large,3,5
12/21/2023,7:15:46 PM,12600070,Cookies,Double Chocolate,1,3
12/21/2023,7:16:18 PM,12600071,Cookies,Chocolate Chunk,3,3
12/21/2023,7:16:18 PM,12600071,Water,Small Water,1,1
12/21/2023,7:19:54 PM,12600075,Cocoa,Large,1,5
12/21/2023,7:20:21 PM,12600076,Cookies,Double Chocolate,2,3
12/21/2023,7:20:21 PM,12600076,Cookies,Peanut Butter,1,3
12/21/2023,7:20:21 PM,12600076,Cookies,Chocolate Chunk,1,3
12/21/2023,7:20:21 PM,12600076,Cocoa,Large,1,5
12/21/2023,7:20:21 PM,12600076,Water,Small Water,1,1
12/21/2023,7:25:19 PM,12600083,Cocoa,Small,2,3
12/21/2023,7:25:19 PM,12600083,Cookies,Chocolate Chunk,3,3
12/21/2023,7:26:58 PM,12600084,Cappuccino,Large,2,5
12/21/2023,7:27:49 PM,12600085,Cocoa,Small,1,3
12/21/2023,7:27:49 PM,12600085,Cappuccino,Small,2,3
12/21/2023,7:28:36 PM,12600086,Cocoa,Small,3,3
12/21/2023,7:28:36 PM,12600086,Cookies,Chocolate Chunk,2,3
12/21/2023,7:28:36 PM,12600086,Cookies,Peanut Butter,2,3
12/21/2023,7:22:46 PM,12600087,Cocoa,Small,2,3
12/21/2023,7:22:46 PM,12600087,Water,Small Water,1,1
12/21/2023,7:29:45 PM,12600087,Water,Small Water,1,1
12/21/2023,7:29:45 PM,12600087,Cappuccino,Large,1,5
12/21/2023,7:31:03 PM,12600090,Soda,Diet Coke,1,2
12/21/2023,7:31:03 PM,12600090,Cocoa,Small,2,3
12/21/2023,7:32:05 PM,12600091,Cocoa,Small,1,3
12/21/2023,7:32:05 PM,12600091,Cappuccino,Small,1,3
12/21/2023,7:33:29 PM,12600092,Cookies,Chocolate Chunk,1,3
12/21/2023,7:34:16 FM,12600093,Cookies,Double Chocolate,2,3
12/21/2023,7:34:16 FM,12600093,Cookies,Peanut Butter,1,3
12/21/2023,7:34:16 FM,12600093,Cocoa,Large,2,5
12/21/2023,7:34:16 FM,12600093,Soda,Diet Coke,1,2
12/21/2023,7:35:18 PM,12600094,Cookies,Chocolate Chunk,1,3
12/21/2023,7:35:50 FM,12600095,Cocoa,Large,3,5
12/21/2023,7:36:23 PM,12600096,Cocoa,Small,1,3
12/21/2023,7:36:23 PM,12600096,Soda,Diet Coke,3,2
12/21/2023,7:36:23 FM,12600096,Cocoa,Small,2,3
12/21/2023,7:36:23 FM,12600096,Soda,Sprite,1,2
12/21/2023,7:36:23 FM,12600096,Soda,Diet Coke,1,2
12/21/2023,7:38:23 FM,12600097,Cocoa,Large,1,5
12/21/2023,7:38:23 FM,12600097,Soda,Not Specified,1,2
12/21/2023,7:38:58 PM,12600098,Cocoa,Large,1,5
12/21/2023,7:39:43 PM,12600099,Cappuccino,Large,1,5
12/21/2023,7:39:43 PM,12600099,Cocoa,Large,3,5
12/21/2023,7:39:43 PM,12600099,Water,Small Water,2,1
12/21/2023,7:39:43 PM,12600099,Cookies,Double Chocolate,1,3
12/21/2023,7:39:43 PM,12600099,Cookies,Chocolate Chunk,2,3
12/21/2023,7:40:51 FM,12600100,Cocoa,Large,2,5
12/21/2023,7:40:51 FM,12600100,Cookies,Double Chocolate,1,3
12/21/2023,7:41:34 FM,12600101,Cocoa,Large,1,5
12/21/2023,7:41:34 FM,12600101,Cookies,Chocolate Chunk,1,3
12/21/2023,7:42:19 FM,12600102,Cocoa,Large,1,5
12/21/2023,7:42:19 FM,12600102,Soda,Dr. Pepper,1,2
12/21/2023,7:43:44 FM,12600103,Cocoa,Small,3,3
12/21/2023,7:43:44 FM,12600103,Cookies,Chocolate Chunk,1,3
12/21/2023,7:43:44 FM,12600103,Cookies,Peanut Butter,1,3
12/21/2023,7:43:44 FM,12600103,Cookies,Oatmeal Raisin,1,3
12/21/2023,7:44:51 PM,12600105,Cookies,Chocolate Chunk,1,3
12/21/2023,7:44:51 PM,12600105,Cookies,Peanut Butter,1,3
12/21/2023,7:44:51 PM,12600105,Water,Small Water,1,1
12/21/2023,7:45:37 PM,12600106,Soda,Dr. Pepper,1,2
12/21/2023,7:45:37 PM,12600106,Soda,Diet Coke,1,2
12/21/2023,7:45:37 PM,12600106,Cookies,Chocolate Chunk,1,3
12/21/2023,7:45:37 PM,12600106,Cookies,Peanut Butter,1,3
12/21/2023,7:46:29 FM,12600107,Cocoa,Large,1,5
12/21/2023,7:46:58 FM,12600108,Cookies,Peanut Butter,1,3
12/21/2023,7:46:58 FM,12600108,Cookies,Oatmeal Raisin,1,3
12/21/2023,7:46:58 FM,12600108,Cocoa,Large,5,5
12/21/2023,7:49:19 FM,12600109,Cocoa,Small,1,3
12/21/2023,7:49:19 FM,12600109,Water,Small Water,1,1
12/21/2023,7:50:38 FM,12600110,Soda,Not Specified,2,2
12/21/2023,7:51:22 FM,12600111,Soda,Sprite,1,2
12/21/2023,7:51:47 FM,12600112,Cocoa,Small,1,3
12/21/2023,7:51:47 FM,12600112,Cappuccino,Small,2,3
12/21/2023,7:51:47 FM,12600112,Cookies,Double Chocolate,1,3
12/21/2023,7:53:12 FM,12600113,Cocoa,Large,2,5
12/21/2023,7:53:38 FM,12600114,Cappuccino,Small,3,3
12/21/2023,7:53:38 FM,12600114,Cocoa,Small,1,3
12/21/2023,7:54:32 FM,12600115,Cocoa,Large,1,5
12/21/2023,7:54:32 FM,12600115,Cappuccino,Large,1,5
12/21/2023,7:55:02 FM,12600116,Water,Small Water,1,1
12/21/2023,7:55:37 PM,12600117,Cocoa,Small,7,3
12/21/2023,7:55:37 PM,12600117,Cookies,Peanut Butter,4,3
12/21/2023,7:55:37 PM,12600117,Cookies,Oatmeal Raisin,1,3
12/21/2023,7:55:37 PM,12600117,Cookies,Chocolate Chunk,1,3
12/21/2023,7:55:37 PM,12600117,Cookies,Double Chocolate,1,3
12/21/2023,7:57:08 PM,12600118,Cocoa,Small,2,3
12/21/2023,7:57:08 PM,12600118,Cookies,Chocolate Chunk,2,3
12/21/2023,7:57:37 PM,12600119,Cocoa,Large,1,5
12/21/2023,7:57:37 PM,12600119,Cookies,Chocolate Chunk,4,3
12/21/2023,7:58:09 PM,12600120,Cookies,Double Chocolate,3,3
12/21/2023,7:58:09 PM,12600120,Cocoa,Large,1,5
12/21/2023,8:02:51 FM,12600126,Water,Small Water,2,1
12/21/2023,8:02:51 FM,12600126,Cookies,Chocolate Chunk,1,3
12/21/2023,8:02:51 FM,12600126,Cookies,Peanut Butter,1,3
12/21/2023,8:03:21 PM,12600127,Water,Small Water,5,1
12/21/2023,8:05:06 PM,12600128,Water,Small Water,2,1
12/21/2023,8:05:53 FM,12600129,Cocoa,Large,2,5
12/21/2023,8:07:12 PM,12600130,Cocoa,Large,3,5
12/21/2023,8:08:07 PM,12600131,Cookies,Peanut Butter,1,3
12/21/2023,8:08:07 PM,12600131,Soda,Dr. Pepper,1,2
12/21/2023,8:08:58 PM,12600132,Cookies,Chocolate Chunk,2,3
12/21/2023,8:08:58 PM,12600132,Cappuccino,Large,1,5
12/21/2023,8:12:19 PM,12600133,Cocoa,Small,1,3
12/21/2023,8:12:19 PM,12600133,Cocoa,Large,1,5
12/21/2023,8:15:59 PM,12600135,Cocoa,Small,2,3
12/21/2023,8:15:59 PM,12600135,Cookies,Chocolate Chunk,2,3
12/21/2023,8:17:23 FM,12600136,Cocoa,Large,2,5
12/21/2023,8:17:23 FM,12600136,Cookies,Peanut Butter,1,3
12/21/2023,8:17:53 PM,12600137,Cocoa,Small,1,3
12/21/2023,8:17:53 PM,12600137,Cocoa,Small,1,3
12/21/2023,8:17:53 PM,12600137,Cookies,Chocolate Chunk,1,3
12/21/2023,8:17:53 PM,12600137,Cookies,Peanut Butter,1,3
12/21/2023,8:19:20 PM,12600138,Cocoa,Small,1,3
12/21/2023,8:19:20 PM,12600138,Cookies,Peanut Butter,1,3
12/21/2023,8:23:23 PM,12600139,Water,Small Water,2,1
12/21/2023,8:23:23 PM,12600139,Cocoa,Large,1,5
12/21/2023,8:23:23 PM,12600139,Cookies,Chocolate Chunk,1,3
12/21/2023,8:24:04 FM,12600140,Water,Small Water,2,1
12/21/2023,8:24:29 FM,12600141,Cookies,Peanut Butter,1,3
12/21/2023,8:24:29 FM,12600141,Cookies,Chocolate Chunk,1,3
12/21/2023,8:25:08 FM,12600142,Cappuccino,Large,1,5
12/21/2023,8:25:08 FM,12600142,Water,Small Water,1,1
12/21/2023,8:26:03 FM,12600143,Cocoa,Large,1,5
12/21/2023,8:26:03 FM,12600143,Cookies,Chocolate Chunk,2,3
12/21/2023,8:26:03 FM,12600143,Water,Small Water,2,1
12/21/2023,8:28:55 FM,12600144,Cocoa,Large,2,5
12/21/2023,8:29:31 FM,12600145,Cocoa,Large,2,5
12/21/2023,8:30:15 FM,12600146,Cocoa,Large,1,5
12/21/2023,8:31:18 FM,12600147,Water,Small Water,2,1
12/21/2023,8:32:15 FM,12600148,Cocoa,Large,2,5
12/21/2023,8:32:15 FM,12600148,Cookies,Chocolate Chunk,2,3
12/21/2023,8:34:22 AM,12600150,Cocoa,Large,1,5
12/21/2023,8:37:16 FM,12600151,Cocoa,Small,3,3
12/21/2023,8:38:05 FM,12600152,Cappuccino,Large,1,5
12/21/2023,8:38:05 FM,12600152,Cocoa,Small,1,3
12/21/2023,8:38:05 FM,12600152,Cookies,Peanut Butter,1,3
12/21/2023,8:38:05 FM,12600152,Cookies,Chocolate Chunk,1,3
12/21/2023,8:39:07 FM,12600153,Cookies,Peanut Butter,2,3
12/21/2023,8:39:07 FM,12600153,Cookies,Double Chocolate,2,3
12/21/2023,8:39:07 FM,12600153,Cocoa,Small,2,3
12/21/2023,8:39:07 FM,12600153,Cappuccino,Small,2,3
12/21/2023,8:43:46 FM,12600154,Cocoa,Small,3,3
12/21/2023,8:43:46 FM,12600154,Cookies,Chocolate Chunk,3,3
12/21/2023,8:44:42 FM,12600155,Water,Small Water,1,1
12/21/2023,8:44:42 FM,12600155,Cappuccino,Small,3,3
12/21/2023,8:44:42 FM,12600155,Cookies,Chocolate Chunk,4,3
12/21/2023,8:46:03 FM,12600156,Cookies,Peanut Butter,1,3
12/21/2023,8:46:03 FM,12600156,Cocoa,Small,1,3
12/21/2023,8:46:20 PM,12600157,Cookies,Peanut Butter,2,3
12/21/2023,8:46:20 PM,12600157,Cookies,Chocolate Chunk,2,3
